seed,market,product,alpha_hat_GMM,price,true_markup,recovered_markup,markup_error,true_mc,recovered_mc,mc_error
48101,68,0,1.4237467945836546,3.1927515194599763,1.1861797201042719,0.999767423210512,-0.18641229689375982,2.0065717993557044,2.1929840962494644,0.18641229689376004
48101,68,1,1.4237467945836546,2.5802767608710435,1.1861797201042716,0.999767423210512,-0.1864122968937596,1.3940970407667719,1.5805093376605315,0.1864122968937596
48101,69,0,1.4237467945836546,2.8540019795724954,1.1974640741596674,1.0092784015094547,-0.1881856726502127,1.656537905412828,1.8447235780630407,0.1881856726502127
48101,69,1,1.4237467945836546,3.0069989348341104,1.1974640741596674,1.0092784015094545,-0.1881856726502129,1.809534860674443,1.997720533324656,0.1881856726502129
48101,70,0,1.4237467945836546,2.9378430046807082,1.2106593207502252,1.0203999688899092,-0.19025935186031595,1.727183683930483,1.917443035790799,0.19025935186031595
48101,70,1,1.4237467945836546,2.8455245526034054,1.2106593207502252,1.020399968889909,-0.19025935186031617,1.6348652318531802,1.8251245837134964,0.19025935186031617
48101,71,0,1.4237467945836546,2.8842298164808517,1.1536274641083755,0.972330868239023,-0.18129659586935243,1.7306023523724763,1.9118989482418287,0.18129659586935243
48101,71,1,1.4237467945836546,2.6851182115981542,1.1536274641083755,0.9723308682390228,-0.18129659586935265,1.5314907474897788,1.7127873433591314,0.18129659586935265
48101,72,0,1.4237467945836546,2.7127109162064493,1.3072477388644586,1.101809178854786,-0.20543856000967264,1.4054631773419908,1.6109017373516634,0.20543856000967264
48101,72,1,1.4237467945836546,2.555575225561289,1.3072477388644583,1.1018091788547857,-0.20543856000967264,1.2483274866968306,1.4537660467065032,0.20543856000967264
48101,73,0,1.4237467945836546,2.9877911495442513,1.2546721992514636,1.057496069406085,-0.19717612984537847,1.7331189502927877,1.9302950801381662,0.19717612984537847
48101,73,1,1.4237467945836546,2.6770963361632245,1.2546721992514622,1.0574960694060849,-0.19717612984537736,1.4224241369117623,1.6196002667571396,0.19717612984537736
48101,74,0,1.4237467945836546,2.7284207825948013,1.2284759351089807,1.0354166399102338,-0.19305929519874687,1.4999448474858206,1.6930041426845674,0.19305929519874687
48101,74,1,1.4237467945836546,2.583153760952564,1.2284759351089805,1.0354166399102338,-0.19305929519874665,1.3546778258435834,1.54773712104233,0.19305929519874665
48101,75,0,1.4237467945836546,3.1426948170186013,1.2550374278248682,1.0578039010301843,-0.19723352679468387,1.8876573891937332,2.0848909159884172,0.1972335267946841
48101,75,1,1.4237467945836546,2.7258926087173436,1.2550374278248673,1.0578039010301845,-0.19723352679468276,1.4708551808924764,1.6680887076871591,0.19723352679468276
48101,76,0,1.4237467945836546,2.7600429900058607,1.2200942911064956,1.028352200614395,-0.19174209049210056,1.5399486988993651,1.7316907893914657,0.19174209049210056
48101,76,1,1.4237467945836546,2.9870558530598523,1.220094291106495,1.028352200614395,-0.1917420904920999,1.7669615619533574,1.9587036524454573,0.1917420904920999
48101,77,0,1.4237467945836546,2.5819043180468597,1.188489391957058,1.0017141220433992,-0.1867752699136589,1.3934149260898017,1.5801901960034606,0.1867752699136589
48101,77,1,1.4237467945836546,2.834771216724869,1.1884893919570585,1.0017141220433992,-0.18677526991365934,1.6462818247678106,1.83305709468147,0.18677526991365934
48101,78,0,1.4237467945836546,2.441628499331442,1.1714011498364878,0.9873113570133428,-0.18408979282314497,1.2702273494949543,1.4543171423180992,0.18408979282314486
48101,78,1,1.4237467945836546,2.9570570261274827,1.1714011498364878,0.9873113570133426,-0.1840897928231452,1.7856558762909949,1.9697456691141402,0.1840897928231453
48101,79,0,1.4237467945836546,2.4570388378718016,1.2026902093406864,1.0136832312453883,-0.1890069780952981,1.2543486285311152,1.4433556066264133,0.1890069780952981
48101,79,1,1.4237467945836546,3.0050191025678004,1.2026902093406866,1.013683231245388,-0.18900697809529854,1.8023288932271138,1.9913358713224123,0.18900697809529854
48101,80,0,1.4237467945836546,3.022880735088044,1.2712406989426763,1.071460771349662,-0.19977992759301433,1.7516400361453677,1.951419963738382,0.19977992759301433
48101,80,1,1.4237467945836546,2.831707252031148,1.2712406989426763,1.0714607713496622,-0.1997799275930141,1.5604665530884718,1.760246480681486,0.1997799275930141
48101,81,0,1.4237467945836546,2.851963886333897,1.3108346200039653,1.10483236906233,-0.20600225094163527,1.5411292663299316,1.747131517271567,0.20600225094163527
48101,81,1,1.4237467945836546,2.773390116322885,1.3108346200039656,1.1048323690623303,-0.20600225094163527,1.4625554963189196,1.6685577472605548,0.20600225094163527
48101,82,0,1.4237467945836546,2.9556936184712606,1.2890900497734832,1.086505034190799,-0.20258501558268427,1.6666035686977774,1.8691885842804616,0.20258501558268427
48101,82,1,1.4237467945836546,2.7709306691792217,1.2890900497734847,1.086505034190799,-0.20258501558268582,1.481840619405737,1.6844256349884228,0.20258501558268582
48101,83,0,1.4237467945836546,2.881706601070856,1.2484430853418897,1.0522458825611238,-0.1961972027807659,1.6332635157289663,1.8294607185097322,0.1961972027807659
48101,83,1,1.4237467945836546,2.6908126869789437,1.248443085341889,1.0522458825611236,-0.19619720278076547,1.4423696016370546,1.63856680441782,0.19619720278076547
48101,84,0,1.4237467945836546,2.688954455648173,1.2249407343361656,1.0324370083187766,-0.19250372601738897,1.4640137213120072,1.6565174473293962,0.19250372601738897
48101,84,1,1.4237467945836546,3.0350863565895088,1.224940734336166,1.0324370083187766,-0.1925037260173894,1.8101456222533427,2.002649348270732,0.1925037260173894
48101,85,0,1.4237467945836546,3.032790845868691,1.3285884387327562,1.1197961130057876,-0.2087923257269686,1.7042024071359347,1.9129947328629033,0.2087923257269686
48101,85,1,1.4237467945836546,2.9127287074842445,1.328588438732753,1.1197961130057876,-0.20879232572696527,1.5841402687514916,1.7929325944784569,0.20879232572696527
48101,86,0,1.4237467945836546,2.667981083185352,1.200673636385029,1.0119835697915436,-0.18869006659348542,1.467307446800323,1.6559975133938085,0.18869006659348542
